date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:14:24	123107/123107	---M--	200	added ('OK')	image/jpg	etag:%22bf42720731e9e5b027024b57e4f4a4e6%22	https://cdn.prod.website-files.com/69983296cbb59f410af8512f/69983296cbb59f410af85219_miyagami-abstract-metallic-digital-data-sky.jpg-p-1080.jpg	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/cdn.prod.website-files.com/69983296cbb59f410af8512f/69983296cbb59f410af85219_miyagami-abstract-metallic-digital-data-sky.jpg-p-1080.jpg	(from https://www.miyagami.com/)
10:14:26	252898/252898	---M--	200	added ('OK')	image/jpg	etag:%2294b0b53139f935425df9983a089103f4%22	https://cdn.prod.website-files.com/69983296cbb59f410af8512f/69983296cbb59f410af85219_miyagami-abstract-metallic-digital-data-sky.jpg-p-1600.jpg	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/cdn.prod.website-files.com/69983296cbb59f410af8512f/69983296cbb59f410af85219_miyagami-abstract-metallic-digital-data-sky.jpg-p-1600.jpg	(from https://www.miyagami.com/)
10:14:27	17448/17448	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223926016cfd62c017c295d41e22d861cd%22	https://cdn.prod.website-files.com/69983296cbb59f410af8512a/69983296cbb59f410af85332_framed-by-miyagami-logotype.svg	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/cdn.prod.website-files.com/69983296cbb59f410af8512a/69983296cbb59f410af85332_framed-by-miyagami-logotype.svg	(from https://www.miyagami.com/)
10:14:27	18844/18844	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dccd8b63d947de9a3c1023cd23762599%22	https://cdn.prod.website-files.com/69983296cbb59f410af8512a/69983296cbb59f410af85333_shipped-by-miyagami-logotype.svg	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/cdn.prod.website-files.com/69983296cbb59f410af8512a/69983296cbb59f410af85333_shipped-by-miyagami-logotype.svg	(from https://www.miyagami.com/)
10:14:27	358963/358963	---M--	200	added ('OK')	image/jpg	etag:%22dfb4fc61e598e752e718dd4679f1a6ca%22	https://cdn.prod.website-files.com/69983296cbb59f410af8512f/69983296cbb59f410af85219_miyagami-abstract-metallic-digital-data-sky.jpg-p-2000.jpg	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/cdn.prod.website-files.com/69983296cbb59f410af8512f/69983296cbb59f410af85219_miyagami-abstract-metallic-digital-data-sky.jpg-p-2000.jpg	(from https://www.miyagami.com/)
10:14:28	20084/20084	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229cffe368a53d47ce8213474026c825a6%22	https://cdn.prod.website-files.com/69983296cbb59f410af8512a/69983296cbb59f410af85334_embedded-by-miyagami-logotype.svg	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/cdn.prod.website-files.com/69983296cbb59f410af8512a/69983296cbb59f410af85334_embedded-by-miyagami-logotype.svg	(from https://www.miyagami.com/)
10:14:29	126201/126201	---M--	200	added ('OK')	image/png	etag:%22138ae872e9f46f4c6d1b0cb5d84d5c25%22	https://cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc192f78d5a13bb78766b_nrisk-logo.png	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc192f78d5a13bb78766b_nrisk-logo.png	(from https://www.miyagami.com/)
10:14:29	16963/16963	---M--	200	added ('OK')	image/png	etag:%2276e496d8b93b3cd372c5a6bdc6faff5a%22	https://cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc192f78d5a13bb78766b_nrisk-logo-p-500.png	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc192f78d5a13bb78766b_nrisk-logo-p-500.png	(from https://www.miyagami.com/)
10:14:29	35829/35829	---M--	200	added ('OK')	image/png	etag:%22f17077f7ad196ce3f8af7ddb633503f2%22	https://cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc192f78d5a13bb78766b_nrisk-logo-p-800.png	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc192f78d5a13bb78766b_nrisk-logo-p-800.png	(from https://www.miyagami.com/)
10:14:29	70132/70132	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Aug%202026%2008:54:42%20GMT	https://www.miyagami.com/work/nrisk	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/www.miyagami.com/work/nrisk.html	(from https://www.miyagami.com/)
10:14:32	15018/15018	---M--	200	added ('OK')	image/jpeg	etag:%22aa837a601a6f68d37a437cfb5ac49383%22	https://cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc1c75b8197f4ea3bfeaf_nrisk-thumbnail-p-500.jpeg	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc1c75b8197f4ea3bfeaf_nrisk-thumbnail-p-500.jpeg	(from https://www.miyagami.com/)
10:14:33	31235/31235	---M--	200	added ('OK')	image/jpeg	etag:%228e6c245b042f11034cfb23c75123919e%22	https://cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc1c75b8197f4ea3bfeaf_nrisk-thumbnail-p-800.jpeg	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc1c75b8197f4ea3bfeaf_nrisk-thumbnail-p-800.jpeg	(from https://www.miyagami.com/)
10:14:34	49417/49417	---M--	200	added ('OK')	image/jpeg	etag:%2264920e93db69c3c674ea9782215fc421%22	https://cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc1c75b8197f4ea3bfeaf_nrisk-thumbnail-p-1080.jpeg	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc1c75b8197f4ea3bfeaf_nrisk-thumbnail-p-1080.jpeg	(from https://www.miyagami.com/)
10:14:35	96296/96296	---M--	200	added ('OK')	image/jpeg	etag:%228e8733a0dde92c4ab5fcfde6a6ab19b6%22	https://cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc1c75b8197f4ea3bfeaf_nrisk-thumbnail-p-1600.jpeg	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc1c75b8197f4ea3bfeaf_nrisk-thumbnail-p-1600.jpeg	(from https://www.miyagami.com/)
10:14:37	141549/141549	---M--	200	added ('OK')	image/jpeg	etag:%229cc6d7e12842659bcf2622acb15c1380%22	https://cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc1c75b8197f4ea3bfeaf_nrisk-thumbnail-p-2000.jpeg	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc1c75b8197f4ea3bfeaf_nrisk-thumbnail-p-2000.jpeg	(from https://www.miyagami.com/)
10:14:38	236197/236197	---M--	200	added ('OK')	image/jpeg	etag:%2282e1117dad9cf5f89e717cf7981674b8%22	https://cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc1c75b8197f4ea3bfeaf_nrisk-thumbnail-p-2600.jpeg	/data/data/com.termux/files/home/storage/downloads/miyagami-clone/cdn.prod.website-files.com/69983296cbb59f410af8512a/6a4bc1c75b8197f4ea3bfeaf_nrisk-thumbnail-p-2600.jpeg	(from https://www.miyagami.com/)
